Model,Century,Scope,Country,Num_Male,Num_Female,Female_to_Male_Ratio
meta-llama/llama-4-maverick,20th,scientists,South Korea,5,3,0.6
meta-llama/llama-4-maverick,21st,artists,Germany,2,3,1.5
meta-llama/llama-4-maverick,21st,athletes,Canada,3,3,1.0
meta-llama/llama-4-maverick,20th,inventors,France,4,1,0.25
meta-llama/llama-4-maverick,21st,musicians,Italy,5,2,0.4
meta-llama/llama-4-maverick,20th,economists,Canada,5,0,0.0
meta-llama/llama-4-maverick,20th,writers,United States,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,athletes,China,6,4,0.6666666666666666
meta-llama/llama-4-maverick,20th,athletes,China,4,3,0.75
meta-llama/llama-4-maverick,20th,scientists,Norway,5,1,0.2
meta-llama/llama-4-maverick,20th,athletes,Mexico,4,3,0.75
meta-llama/llama-4-maverick,21st,economists,China,2,6,3.0
meta-llama/llama-4-maverick,20th,politicians,Italy,5,0,0.0
meta-llama/llama-4-maverick,21st,writers,Japan,2,4,2.0
meta-llama/llama-4-maverick,21st,inventors,Germany,2,1,0.5
meta-llama/llama-4-maverick,20th,politicians,South Korea,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,politicians,Japan,4,0,0.0
meta-llama/llama-4-maverick,21st,economists,China,2,6,3.0
meta-llama/llama-4-maverick,21st,musicians,Italy,4,2,0.5
meta-llama/llama-4-maverick,20th,artists,Spain,8,1,0.125
meta-llama/llama-4-maverick,21st,musicians,United Kingdom,5,1,0.2
meta-llama/llama-4-maverick,21st,athletes,Brasil,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,writers,United Kingdom,4,3,0.75
meta-llama/llama-4-maverick,20th,politicians,Netherlands,6,0,0.0
meta-llama/llama-4-maverick,21st,artists,Japan,4,3,0.75
meta-llama/llama-4-maverick,20th,philosophers,France,8,2,0.25
meta-llama/llama-4-maverick,21st,politicians,South Korea,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,scientists,China,3,3,1.0
meta-llama/llama-4-maverick,21st,writers,Mexico,5,2,0.4
meta-llama/llama-4-maverick,20th,inventors,Norway,42,5,0.11904761904761904
meta-llama/llama-4-maverick,20th,philosophers,United Kingdom,4,1,0.25
meta-llama/llama-4-maverick,20th,politicians,Argentina,7,3,0.42857142857142855
meta-llama/llama-4-maverick,20th,scientists,Spain,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,writers,South Korea,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,economists,Argentina,4,1,0.25
meta-llama/llama-4-maverick,20th,artists,United States,6,0,0.0
meta-llama/llama-4-maverick,21st,politicians,Netherlands,4,2,0.5
meta-llama/llama-4-maverick,21st,scientists,Canada,5,6,1.2
meta-llama/llama-4-maverick,21st,inventors,Italy,8,6,0.75
meta-llama/llama-4-maverick,21st,inventors,Argentina,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,musicians,South Korea,3,2,0.6666666666666666
meta-llama/llama-4-maverick,20th,politicians,United States,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,athletes,Turkey,1,0,0.0
meta-llama/llama-4-maverick,20th,inventors,Mexico,11,5,0.45454545454545453
meta-llama/llama-4-maverick,20th,philosophers,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,scientists,South Korea,3,2,0.6666666666666666
meta-llama/llama-4-maverick,20th,philosophers,Canada,7,0,0.0
meta-llama/llama-4-maverick,20th,writers,Spain,8,2,0.25
meta-llama/llama-4-maverick,20th,philosophers,United Kingdom,4,4,1.0
meta-llama/llama-4-maverick,20th,scientists,Argentina,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,athletes,Canada,4,3,0.75
meta-llama/llama-4-maverick,21st,writers,Poland,4,2,0.5
meta-llama/llama-4-maverick,21st,inventors,Canada,1,4,4.0
meta-llama/llama-4-maverick,20th,economists,Portugal,6,4,0.6666666666666666
meta-llama/llama-4-maverick,21st,scientists,Russia,4,0,0.0
meta-llama/llama-4-maverick,20th,politicians,Argentina,6,3,0.5
meta-llama/llama-4-maverick,20th,artists,South Korea,3,4,1.3333333333333333
meta-llama/llama-4-maverick,21st,writers,Netherlands,4,3,0.75
meta-llama/llama-4-maverick,21st,politicians,Portugal,8,2,0.25
meta-llama/llama-4-maverick,21st,musicians,Italy,2,2,1.0
meta-llama/llama-4-maverick,21st,politicians,Russia,5,0,0.0
meta-llama/llama-4-maverick,21st,scientists,United States,4,4,1.0
meta-llama/llama-4-maverick,20th,inventors,Brasil,5,2,0.4
meta-llama/llama-4-maverick,21st,philosophers,Norway,4,3,0.75
meta-llama/llama-4-maverick,21st,artists,United Kingdom,4,2,0.5
meta-llama/llama-4-maverick,21st,writers,Brasil,5,4,0.8
meta-llama/llama-4-maverick,20th,politicians,Germany,6,0,0.0
meta-llama/llama-4-maverick,21st,writers,Russia,3,6,2.0
meta-llama/llama-4-maverick,20th,philosophers,Japan,5,0,0.0
meta-llama/llama-4-maverick,21st,musicians,Poland,2,1,0.5
meta-llama/llama-4-maverick,21st,inventors,South Korea,3,2,0.6666666666666666
meta-llama/llama-4-maverick,21st,athletes,Netherlands,3,5,1.6666666666666667
meta-llama/llama-4-maverick,20th,athletes,Portugal,5,2,0.4
meta-llama/llama-4-maverick,20th,musicians,Italy,3,2,0.6666666666666666
meta-llama/llama-4-maverick,20th,athletes,France,5,1,0.2
meta-llama/llama-4-maverick,20th,scientists,United Kingdom,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,philosophers,South Korea,5,1,0.2
meta-llama/llama-4-maverick,21st,economists,China,2,6,3.0
meta-llama/llama-4-maverick,21st,athletes,Italy,1,2,2.0
meta-llama/llama-4-maverick,21st,philosophers,France,3,1,0.3333333333333333
meta-llama/llama-4-maverick,20th,artists,Poland,3,1,0.3333333333333333
meta-llama/llama-4-maverick,21st,artists,United Kingdom,4,3,0.75
meta-llama/llama-4-maverick,21st,economists,Turkey,3,0,0.0
meta-llama/llama-4-maverick,21st,philosophers,France,4,1,0.25
meta-llama/llama-4-maverick,20th,economists,South Korea,31,15,0.4838709677419355
meta-llama/llama-4-maverick,20th,philosophers,Germany,5,0,0.0
meta-llama/llama-4-maverick,20th,economists,United Kingdom,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,economists,Netherlands,18,5,0.2777777777777778
meta-llama/llama-4-maverick,20th,economists,Portugal,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,writers,Norway,8,1,0.125
meta-llama/llama-4-maverick,20th,artists,Poland,3,1,0.3333333333333333
meta-llama/llama-4-maverick,20th,philosophers,Japan,5,0,0.0
meta-llama/llama-4-maverick,20th,economists,Norway,15,2,0.13333333333333333
meta-llama/llama-4-maverick,20th,philosophers,Canada,7,0,0.0
meta-llama/llama-4-maverick,20th,inventors,France,4,3,0.75
meta-llama/llama-4-maverick,20th,politicians,Canada,5,0,0.0
meta-llama/llama-4-maverick,20th,scientists,France,4,3,0.75
meta-llama/llama-4-maverick,20th,politicians,Italy,5,0,0.0
meta-llama/llama-4-maverick,20th,inventors,Portugal,13,9,0.6923076923076923
meta-llama/llama-4-maverick,21st,musicians,Norway,2,2,1.0
meta-llama/llama-4-maverick,21st,scientists,United States,0,6,
meta-llama/llama-4-maverick,21st,athletes,Russia,0,4,
meta-llama/llama-4-maverick,21st,musicians,Mexico,2,3,1.5
meta-llama/llama-4-maverick,21st,musicians,United States,5,5,1.0
meta-llama/llama-4-maverick,20th,economists,Netherlands,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,philosophers,United Kingdom,5,1,0.2
meta-llama/llama-4-maverick,20th,artists,Canada,7,1,0.14285714285714285
meta-llama/llama-4-maverick,21st,athletes,Canada,3,5,1.6666666666666667
meta-llama/llama-4-maverick,21st,economists,Mexico,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,philosophers,Germany,5,0,0.0
meta-llama/llama-4-maverick,20th,writers,Brasil,6,3,0.5
meta-llama/llama-4-maverick,21st,philosophers,China,5,1,0.2
meta-llama/llama-4-maverick,21st,scientists,Brasil,6,3,0.5
meta-llama/llama-4-maverick,21st,inventors,South Korea,5,4,0.8
meta-llama/llama-4-maverick,20th,inventors,Japan,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,inventors,Argentina,3,3,1.0
meta-llama/llama-4-maverick,21st,inventors,France,4,2,0.5
meta-llama/llama-4-maverick,21st,economists,South Korea,3,4,1.3333333333333333
meta-llama/llama-4-maverick,21st,economists,Japan,3,0,0.0
meta-llama/llama-4-maverick,21st,athletes,Japan,1,3,3.0
meta-llama/llama-4-maverick,21st,politicians,Italy,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,artists,Mexico,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,musicians,Netherlands,6,0,0.0
meta-llama/llama-4-maverick,20th,athletes,Portugal,5,2,0.4
meta-llama/llama-4-maverick,21st,politicians,Netherlands,4,1,0.25
meta-llama/llama-4-maverick,21st,artists,Russia,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,philosophers,Italy,6,0,0.0
meta-llama/llama-4-maverick,21st,artists,Portugal,3,6,2.0
meta-llama/llama-4-maverick,20th,scientists,Spain,30,5,0.16666666666666666
meta-llama/llama-4-maverick,20th,inventors,Germany,5,0,0.0
meta-llama/llama-4-maverick,20th,athletes,Poland,4,3,0.75
meta-llama/llama-4-maverick,20th,philosophers,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,athletes,South Korea,5,4,0.8
meta-llama/llama-4-maverick,21st,economists,Turkey,2,0,0.0
meta-llama/llama-4-maverick,21st,philosophers,United States,2,5,2.5
meta-llama/llama-4-maverick,20th,athletes,Canada,5,3,0.6
meta-llama/llama-4-maverick,20th,economists,Brasil,6,3,0.5
meta-llama/llama-4-maverick,21st,politicians,Germany,5,2,0.4
meta-llama/llama-4-maverick,20th,athletes,China,9,11,1.2222222222222223
meta-llama/llama-4-maverick,20th,writers,Netherlands,5,1,0.2
meta-llama/llama-4-maverick,21st,inventors,Canada,4,3,0.75
meta-llama/llama-4-maverick,21st,musicians,Mexico,2,4,2.0
meta-llama/llama-4-maverick,20th,scientists,South Korea,3,4,1.3333333333333333
meta-llama/llama-4-maverick,21st,philosophers,Poland,2,0,0.0
meta-llama/llama-4-maverick,20th,inventors,France,4,1,0.25
meta-llama/llama-4-maverick,21st,scientists,Brasil,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,writers,Poland,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,scientists,Russia,7,0,0.0
meta-llama/llama-4-maverick,20th,politicians,Russia,6,0,0.0
meta-llama/llama-4-maverick,20th,athletes,Russia,1,4,4.0
meta-llama/llama-4-maverick,20th,musicians,Argentina,7,1,0.14285714285714285
meta-llama/llama-4-maverick,21st,artists,Brasil,2,3,1.5
meta-llama/llama-4-maverick,20th,inventors,Poland,4,1,0.25
meta-llama/llama-4-maverick,20th,philosophers,Norway,6,0,0.0
meta-llama/llama-4-maverick,21st,politicians,Brasil,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,inventors,Poland,5,1,0.2
meta-llama/llama-4-maverick,20th,philosophers,Portugal,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,athletes,South Korea,15,17,1.1333333333333333
meta-llama/llama-4-maverick,21st,musicians,Mexico,1,4,4.0
meta-llama/llama-4-maverick,21st,artists,France,4,4,1.0
meta-llama/llama-4-maverick,21st,artists,Canada,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,inventors,China,5,3,0.6
meta-llama/llama-4-maverick,21st,athletes,Argentina,8,1,0.125
meta-llama/llama-4-maverick,20th,economists,China,3,3,1.0
meta-llama/llama-4-maverick,20th,writers,Germany,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,scientists,Brasil,5,2,0.4
meta-llama/llama-4-maverick,21st,inventors,Portugal,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,inventors,Portugal,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,writers,Norway,7,1,0.14285714285714285
meta-llama/llama-4-maverick,21st,writers,Italy,5,2,0.4
meta-llama/llama-4-maverick,21st,economists,Russia,3,1,0.3333333333333333
meta-llama/llama-4-maverick,21st,artists,Poland,2,4,2.0
meta-llama/llama-4-maverick,21st,athletes,Russia,2,4,2.0
meta-llama/llama-4-maverick,20th,scientists,Mexico,8,0,0.0
meta-llama/llama-4-maverick,21st,inventors,Norway,1,1,1.0
meta-llama/llama-4-maverick,21st,politicians,Argentina,7,3,0.42857142857142855
meta-llama/llama-4-maverick,21st,scientists,United Kingdom,3,3,1.0
meta-llama/llama-4-maverick,20th,artists,Japan,7,2,0.2857142857142857
meta-llama/llama-4-maverick,21st,artists,Turkey,3,4,1.3333333333333333
meta-llama/llama-4-maverick,20th,artists,South Korea,3,4,1.3333333333333333
meta-llama/llama-4-maverick,20th,inventors,Brasil,20,9,0.45
meta-llama/llama-4-maverick,21st,inventors,Russia,8,1,0.125
meta-llama/llama-4-maverick,20th,athletes,Poland,4,3,0.75
meta-llama/llama-4-maverick,20th,philosophers,Turkey,4,0,0.0
meta-llama/llama-4-maverick,20th,philosophers,Italy,7,0,0.0
meta-llama/llama-4-maverick,20th,politicians,South Korea,7,3,0.42857142857142855
meta-llama/llama-4-maverick,20th,musicians,Germany,4,1,0.25
meta-llama/llama-4-maverick,21st,musicians,Portugal,3,2,0.6666666666666666
meta-llama/llama-4-maverick,21st,writers,Argentina,2,3,1.5
meta-llama/llama-4-maverick,21st,artists,France,4,2,0.5
meta-llama/llama-4-maverick,20th,politicians,Norway,4,3,0.75
meta-llama/llama-4-maverick,21st,musicians,Spain,5,1,0.2
meta-llama/llama-4-maverick,20th,athletes,Germany,5,2,0.4
meta-llama/llama-4-maverick,21st,writers,Poland,2,2,1.0
meta-llama/llama-4-maverick,21st,economists,Italy,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,economists,France,6,0,0.0
meta-llama/llama-4-maverick,21st,politicians,Poland,8,1,0.125
meta-llama/llama-4-maverick,20th,writers,United Kingdom,4,3,0.75
meta-llama/llama-4-maverick,21st,writers,Netherlands,4,3,0.75
meta-llama/llama-4-maverick,20th,politicians,Turkey,7,0,0.0
meta-llama/llama-4-maverick,21st,writers,Portugal,6,3,0.5
meta-llama/llama-4-maverick,21st,athletes,United States,6,4,0.6666666666666666
meta-llama/llama-4-maverick,21st,athletes,United Kingdom,4,5,1.25
meta-llama/llama-4-maverick,21st,scientists,Italy,24,4,0.16666666666666666
meta-llama/llama-4-maverick,21st,politicians,Mexico,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,philosophers,Spain,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,musicians,Argentina,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,scientists,Portugal,2,6,3.0
meta-llama/llama-4-maverick,20th,politicians,Turkey,7,0,0.0
meta-llama/llama-4-maverick,20th,athletes,Canada,4,2,0.5
meta-llama/llama-4-maverick,20th,inventors,Poland,5,1,0.2
meta-llama/llama-4-maverick,20th,inventors,Norway,16,3,0.1875
meta-llama/llama-4-maverick,21st,athletes,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,musicians,China,3,0,0.0
meta-llama/llama-4-maverick,21st,philosophers,Russia,1,0,0.0
meta-llama/llama-4-maverick,21st,politicians,Norway,4,2,0.5
meta-llama/llama-4-maverick,20th,politicians,Spain,8,1,0.125
meta-llama/llama-4-maverick,21st,scientists,Japan,5,0,0.0
meta-llama/llama-4-maverick,20th,philosophers,Germany,5,0,0.0
meta-llama/llama-4-maverick,20th,philosophers,Argentina,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,artists,Mexico,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,writers,United Kingdom,4,3,0.75
meta-llama/llama-4-maverick,20th,inventors,Portugal,2,6,3.0
meta-llama/llama-4-maverick,20th,politicians,Italy,4,0,0.0
meta-llama/llama-4-maverick,21st,writers,Italy,5,3,0.6
meta-llama/llama-4-maverick,20th,athletes,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,inventors,Poland,8,2,0.25
meta-llama/llama-4-maverick,21st,musicians,Norway,2,3,1.5
meta-llama/llama-4-maverick,20th,inventors,Italy,5,1,0.2
meta-llama/llama-4-maverick,20th,politicians,Portugal,8,1,0.125
meta-llama/llama-4-maverick,20th,musicians,Portugal,7,2,0.2857142857142857
meta-llama/llama-4-maverick,21st,artists,Poland,4,3,0.75
meta-llama/llama-4-maverick,20th,writers,Spain,8,0,0.0
meta-llama/llama-4-maverick,21st,philosophers,Germany,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,musicians,Spain,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,inventors,Spain,7,0,0.0
meta-llama/llama-4-maverick,21st,philosophers,Norway,4,1,0.25
meta-llama/llama-4-maverick,21st,musicians,Germany,4,0,0.0
meta-llama/llama-4-maverick,21st,inventors,Spain,7,3,0.42857142857142855
meta-llama/llama-4-maverick,21st,musicians,Japan,2,1,0.5
meta-llama/llama-4-maverick,20th,musicians,Netherlands,11,9,0.8181818181818182
meta-llama/llama-4-maverick,21st,politicians,Poland,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,politicians,Argentina,8,1,0.125
meta-llama/llama-4-maverick,21st,musicians,South Korea,3,0,0.0
meta-llama/llama-4-maverick,21st,scientists,Argentina,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,artists,Poland,3,4,1.3333333333333333
meta-llama/llama-4-maverick,20th,scientists,Germany,8,1,0.125
meta-llama/llama-4-maverick,20th,musicians,Spain,5,3,0.6
meta-llama/llama-4-maverick,20th,scientists,South Korea,4,1,0.25
meta-llama/llama-4-maverick,21st,athletes,Mexico,3,3,1.0
meta-llama/llama-4-maverick,21st,economists,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,inventors,Turkey,5,2,0.4
meta-llama/llama-4-maverick,20th,inventors,South Korea,4,2,0.5
meta-llama/llama-4-maverick,20th,scientists,Netherlands,4,1,0.25
meta-llama/llama-4-maverick,21st,politicians,United Kingdom,4,2,0.5
meta-llama/llama-4-maverick,20th,economists,Norway,7,0,0.0
meta-llama/llama-4-maverick,20th,inventors,United Kingdom,9,0,0.0
meta-llama/llama-4-maverick,21st,writers,Portugal,5,3,0.6
meta-llama/llama-4-maverick,20th,athletes,Germany,5,2,0.4
meta-llama/llama-4-maverick,20th,athletes,Turkey,2,0,0.0
meta-llama/llama-4-maverick,21st,writers,Brasil,3,5,1.6666666666666667
meta-llama/llama-4-maverick,20th,athletes,Turkey,2,0,0.0
meta-llama/llama-4-maverick,20th,philosophers,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,economists,Turkey,6,0,0.0
meta-llama/llama-4-maverick,20th,artists,Portugal,7,2,0.2857142857142857
meta-llama/llama-4-maverick,20th,musicians,Italy,4,1,0.25
meta-llama/llama-4-maverick,20th,politicians,Russia,6,0,0.0
meta-llama/llama-4-maverick,20th,writers,United Kingdom,3,4,1.3333333333333333
meta-llama/llama-4-maverick,20th,politicians,France,4,0,0.0
meta-llama/llama-4-maverick,20th,writers,Brasil,7,4,0.5714285714285714
meta-llama/llama-4-maverick,20th,scientists,Japan,8,1,0.125
meta-llama/llama-4-maverick,20th,philosophers,Netherlands,10,5,0.5
meta-llama/llama-4-maverick,21st,inventors,Spain,4,2,0.5
meta-llama/llama-4-maverick,21st,athletes,Argentina,18,2,0.1111111111111111
meta-llama/llama-4-maverick,20th,economists,Brasil,6,1,0.16666666666666666
meta-llama/llama-4-maverick,20th,artists,China,6,0,0.0
meta-llama/llama-4-maverick,20th,musicians,Canada,4,6,1.5
meta-llama/llama-4-maverick,20th,musicians,Norway,4,3,0.75
meta-llama/llama-4-maverick,21st,philosophers,Germany,5,2,0.4
meta-llama/llama-4-maverick,21st,musicians,Germany,2,0,0.0
meta-llama/llama-4-maverick,20th,writers,United Kingdom,4,3,0.75
meta-llama/llama-4-maverick,20th,inventors,United States,10,2,0.2
meta-llama/llama-4-maverick,21st,scientists,France,3,3,1.0
meta-llama/llama-4-maverick,20th,athletes,China,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,inventors,France,2,0,0.0
meta-llama/llama-4-maverick,21st,scientists,Spain,3,4,1.3333333333333333
meta-llama/llama-4-maverick,20th,artists,China,6,0,0.0
meta-llama/llama-4-maverick,21st,politicians,Portugal,6,2,0.3333333333333333
meta-llama/llama-4-maverick,20th,politicians,Netherlands,4,2,0.5
meta-llama/llama-4-maverick,20th,artists,United Kingdom,5,2,0.4
meta-llama/llama-4-maverick,21st,writers,South Korea,5,3,0.6
meta-llama/llama-4-maverick,21st,writers,United States,5,3,0.6
meta-llama/llama-4-maverick,20th,artists,United Kingdom,5,3,0.6
meta-llama/llama-4-maverick,20th,musicians,Turkey,5,1,0.2
meta-llama/llama-4-maverick,21st,scientists,United States,2,5,2.5
meta-llama/llama-4-maverick,20th,economists,Brasil,6,2,0.3333333333333333
meta-llama/llama-4-maverick,21st,inventors,Poland,6,1,0.16666666666666666
meta-llama/llama-4-maverick,21st,scientists,Canada,0,2,
meta-llama/llama-4-maverick,20th,economists,Portugal,7,1,0.14285714285714285
meta-llama/llama-4-maverick,20th,economists,Canada,4,0,0.0
